book_id,title,authors,average_rating,v,weighted
313,The Light Between Oceans,M.L. Stedman,4.0,3363,3.882996341985475
314,"Inkheart (Inkworld, #1)","Cornelia Funke, Anthea Bell",3.86,2919,3.803726802269316
315,Who Moved My Cheese?,"Spencer Johnson, Kenneth H. Blanchard",3.74,1826,3.603970754928852
316,A Walk in the Woods,Bill Bryson,4.05,3029,3.9813311668312092
317,I Know Why the Caged Bird Sings,Maya Angelou,4.19,3067,4.01210587444791
318,Orphan Train,Christina Baker Kline,4.14,3378,3.9790310599439715
319,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,4.3,2744,4.023040358928371
320,"Where'd You Go, Bernadette",Maria Semple,3.9,3403,3.8966721097337302
321,Where the Red Fern Grows,Wilson Rawls,4.04,4000,3.944485315627012
322,Neverwhere,Neil Gaiman,4.18,3612,4.045368044684725
323,The Unbearable Lightness of Being,"Milan Kundera, Michael Henry Heim",4.08,3120,3.9117311072582397
324,Fangirl,Rainbow Rowell,4.12,2409,4.020454484312431
325,A Prayer for Owen Meany,John Irving,4.22,3868,4.084071327088843
326,White Oleander,Janet Fitch,3.93,3449,3.8093485582145483
327,"Legend (Legend, #1)",Marie Lu,4.19,2225,3.9863205240485735
328,Nineteen Minutes,Jodi Picoult,4.1,2654,3.931517429659288
329,The Last Lecture,"Randy Pausch, Jeffrey Zaslow",4.25,2488,4.076715993932504
330,"The Eye of the World (Wheel of Time, #1)",Robert Jordan,4.18,2924,3.996203318603076
331,The Pact,Jodi Picoult,4.0,2489,3.836049731704305
332,"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,4.01,3461,3.9151998966976076
333,Still Alice,Lisa Genova,4.3,2836,4.134307019033092
334,"Reflected in You (Crossfire, #2)",Sylvia Day,4.33,1529,4.008643295516409
335,James and the Giant Peach,"Roald Dahl, Quentin Blake",3.99,4017,3.9242716950229166
336,"1st to Die (Women's Murder Club, #1)",James Patterson,4.05,2019,3.854160997887853
337,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,4.37,3270,4.203001433733143
338,One Day,David Nicholls,3.77,2192,3.70863128444759
339,Goodnight Moon,"Margaret Wise Brown, Clement Hurd",4.27,3507,4.15625568675839
340,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.94,2265,3.813490053273331
341,The Iliad,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",3.83,3715,3.7823253489147968
342,The Casual Vacancy,J.K. Rowling,3.28,2863,3.3924312518345427
343,The Runaway Jury,John Grisham,3.96,3168,3.8499223329905035
344,Naked,David Sedaris,4.08,2744,3.9962839947360314
345,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,3.96,2963,3.8014667729931713
346,"The Wonderful Wizard of Oz (Oz, #1)","L. Frank Baum, W.W. Denslow",3.98,3275,3.937471613705611
347,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,3.96,3353,3.8701646219183834
348,We Were Liars,E. Lockhart,3.85,2503,3.7769438494129197
349,'Salem's Lot,Stephen King,3.99,3387,3.8750722047035677
350,Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman",4.08,2712,3.9196920279892624
351,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.46,2380,4.164148324731794
352,Yes Please,Amy Poehler,3.81,2378,3.7314496474559777
353,Othello,William Shakespeare,3.88,3414,3.9073672334289467
354,Beloved,Toni Morrison,3.77,3842,3.7044018239735994
355,"Graceling (Graceling Realm, #1)",Kristin Cashore,4.1,2588,3.980738603758354
356,"The Bad Beginning (A Series of Unfortunate Events, #1)","Lemony Snicket, Brett Helquist",3.89,3092,3.793183362718584
357,All Quiet on the Western Front,"Erich Maria Remarque, A.W. Wheen",3.92,3273,3.8671585746620725
358,"Oh, The Places You'll Go!",Dr. Seuss,4.34,3321,4.167599866825719
359,And the Mountains Echoed,Khaled Hosseini,4.03,2925,3.972332662787764
360,Do Androids Dream of Electric Sheep?,"Philip K. Dick, Roger Zelazny",4.08,2864,3.965981079678216
361,Oliver Twist,"Charles Dickens, George Cruikshank, Philip Horne",3.85,3421,3.804276461118077
362,The Screwtape Letters,C.S. Lewis,4.21,2497,4.028667033024939
363,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,4.08,1538,3.986909936556895
364,How the Grinch Stole Christmas!,Dr. Seuss,4.36,3231,4.219304350314558
365,V for Vendetta,"Alan Moore, David   Lloyd",4.25,1965,4.113635354510732
366,John Adams,David McCullough,4.05,1318,4.073416835665295
367,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,3.94,2118,3.9598027106517324
368,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,4.1,3479,3.998587187032947
369,"Stargirl (Stargirl, #1)",Jerry Spinelli,3.74,2123,3.7921524779894673
370,"The Red Pyramid (Kane Chronicles, #1)",Rick Riordan,4.06,2000,3.8674393235048923
371,Stranger in a Strange Land,Robert A. Heinlein,3.91,2629,3.8859153336682875
372,Dress Your Family in Corduroy and Denim,David Sedaris,4.08,2885,3.987065476236098
373,The BFG,"Roald Dahl, Quentin Blake",4.22,2889,4.077019949510385
374,A Short History of Nearly Everything,Bill Bryson,4.19,2230,4.060527601836379
375,The Call of the Wild,Jack London,3.83,3625,3.7971858740437865
376,"The Death Cure (Maze Runner, #3)",James Dashner,3.77,2446,3.639968364598242
377,Stardust,Neil Gaiman,4.07,3250,3.997837004388553
378,The Namesake,Jhumpa Lahiri,3.96,2700,3.9019192538057905
379,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,3.99,2705,3.85159891914205
380,Norwegian Wood,"Haruki Murakami, Jay Rubin",4.02,1887,3.8958097612045144
381,Where the Heart Is,Billie Letts,4.0,2592,3.8853265330282873
382,"Will Grayson, Will Grayson","John Green, David Levithan",3.84,1553,3.8296627814519475
383,A Million Little Pieces,James Frey,3.62,2511,3.579935870978411
384,"Frostbite (Vampire Academy, #2)",Richelle Mead,4.3,2219,4.088376218792871
385,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.04,1535,3.9581693663840483
386,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Scott O'Dell,3.8,3409,3.827297688218815
387,The Crucible,"Arthur Miller, Christopher Bigsby",3.55,3560,3.634288395363712
388,"Hatchet (Brian's Saga, #1)",Gary Paulsen,3.68,2392,3.7059085968542975
389,"The Final Empire (Mistborn, #1)",Brandon Sanderson,4.43,2626,4.184540703712951
390,The Strange Case of Dr. Jekyll and Mr. Hyde,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",3.79,2926,3.7916414486380945
391,The Lorax,Dr. Seuss,4.35,2847,4.203713972274876
392,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,3.96,1150,3.8435468740259227
393,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.24,2051,4.0759500140942055
394,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,4.37,2098,4.139833840875639
395,For Whom the Bell Tolls,Ernest Hemingway,3.95,3222,3.892196642787317
396,Hotel on the Corner of Bitter and Sweet,Jamie Ford,3.98,2631,3.8941089078641427
397,Perfume: The Story of a Murderer,"Patrick Süskind, John E. Woods",4.0,2121,3.8953192016910325
398,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.73,2095,3.827624120093612
399,The Tales of Beedle the Bard,J.K. Rowling,4.06,2403,3.8589058355545465
400,Neuromancer,William Gibson,3.88,2243,3.861366891754333
401,A Farewell to Arms,Ernest Hemingway,3.79,3204,3.7560425337095107
402,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.15,2897,4.044249204263265
403,The Art of War,"Sun Tzu, Thomas Cleary",3.95,1873,3.845877339449974
404,Defending Jacob,William Landay,3.97,2297,3.891414971541888
405,Breakfast of Champions,Kurt Vonnegut Jr.,4.08,2704,3.970758510038516
406,The New Drawing on the Right Side of the Brain,Betty Edwards,3.84,590,3.926801830504777
407,Bel Canto,Ann Patchett,3.92,3144,3.890714631395279
408,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,4.0,2255,3.9413201992671985
409,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,4.26,3113,4.107939645620527
410,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,3.61,2878,3.6553771974823466
411,The Undomestic Goddess,Sophie Kinsella,3.82,1682,3.7161084723972353
412,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.23,1485,4.011037136736055
413,The Three Musketeers,Alexandre Dumas,4.06,3062,3.9734618675111633
414,Little Bee,Chris Cleave,3.7,2962,3.7024400165469924
415,"Evermore (The Immortals, #1)",Alyson Noel,3.59,1670,3.59457505544771
416,The Witches,"Roald Dahl, Quentin Blake",4.17,2713,4.05507340316508
417,The Thirteenth Tale,Diane Setterfield,3.95,2959,3.8706103158849583
418,"Spirit Bound (Vampire Academy, #5)",Richelle Mead,4.37,1925,4.143759791499246
419,"Blood Promise (Vampire Academy, #4)",Richelle Mead,4.35,2013,4.119129828247458
420,Message in a Bottle,Nicholas Sparks,3.95,1779,3.7794807152173178
421,The Paris Wife,Paula McLain,3.79,2634,3.7914210420110135
422,"Harry Potter Boxset (Harry Potter, #1-7)",J.K. Rowling,4.74,1915,4.377481110245407
423,"The Elite (The Selection, #2)",Kiera Cass,4.02,2195,3.8235467308217364
424,The Name of the Rose,"Umberto Eco, William Weaver, Seán Barrett",4.11,2910,3.9670971030346447
425,Go Ask Alice,"Beatrice Sparks, Anonymous",3.77,2232,3.710288450764179
426,A Confederacy of Dunces,"John Kennedy Toole, Walker Percy",3.89,2999,3.785949149508915
427,The Importance of Being Earnest,Oscar Wilde,4.17,2831,4.07588993108035
428,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,4.47,1952,4.177319311861127
429,"The Color of Magic (Discworld, #1; Rincewind #1)",Terry Pratchett,3.97,2463,3.8911473885056425
430,Kafka on the Shore,"Haruki Murakami, Philip Gabriel",4.13,1938,3.9889097522825283
431,"Red Dragon (Hannibal Lecter, #1)",Thomas Harris,4.01,2483,3.9201313789595735
432,"I, Robot (Robot #0.1)",Isaac Asimov,4.17,2549,4.038725037015689
433,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,4.21,1774,3.9991257761712102
434,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,4.07,1506,3.883265934758816
435,Before I Fall,Lauren Oliver,3.92,1601,3.848422421365048
436,The God of Small Things,Arundhati Roy,3.91,2427,3.8407166802158423
437,The Invention of Wings,Sue Monk Kidd,4.23,2735,4.091287329334305
438,What Alice Forgot,Liane Moriarty,4.05,2507,3.9277024599415853
439,A Brief History of Time,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",4.12,1845,3.956836439540742
440,"Fall of Giants (The Century Trilogy, #1)",Ken Follett,4.26,2157,4.051963347778925
441,Under the Dome,Stephen King,3.89,2609,3.805351194295149
442,Snow Crash,Neal Stephenson,4.02,2050,3.9861985823430044
443,Just Listen,Sarah Dessen,4.06,1422,3.9463617878578976
444,"Winnie-the-Pooh (Winnie-the-Pooh, #1)","A.A. Milne, Ernest H. Shepard",4.34,3161,4.1979631171636616
445,Before I Go to Sleep,S.J. Watson,3.87,1976,3.789442473954506
446,A Study in Scarlet,Arthur Conan Doyle,4.15,2024,4.037267821534377
447,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,4.03,2455,3.8411182792458964
448,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,3.9,1251,3.7377605727563887
449,"Betrayed (House of Night, #2)","P.C. Cast, Kristin Cast",3.93,1589,3.783489430737951
450,"Storm Front (The Dresden Files, #1)",Jim Butcher,4.02,2431,3.881321762396535
451,Northanger Abbey,"Jane Austen, Alfred MacAdam",3.8,2651,3.7811231907035756
452,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.1,1944,3.9706869636534927
453,Cold Mountain,Charles Frazier,3.83,3174,3.795929835000484
454,If You Give a Mouse a Cookie,"Laura Joffe Numeroff, Felicia Bond",4.24,1889,4.067578040772361
455,"Something Blue (Darcy & Rachel, #2)",Emily Giffin,3.92,1615,3.7855032663909443
456,A Streetcar Named Desire,Tennessee Williams,3.97,2457,3.9487029611367244
457,The Historian,Elizabeth Kostova,3.77,2780,3.7430541323997186
458,Station Eleven,Emily St. John Mandel,4.02,2556,3.978967770399221
459,A Man Called Ove,"Fredrik Backman, Henning Koch",4.35,2441,4.181265645083977
460,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,4.59,1999,4.228168867531409
461,"The Good Earth (House of Earth, #1)",Pearl S. Buck,3.97,3137,3.916711203887292
462,Ways of Seeing,John Berger,3.75,403,3.925735666356728
463,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,4.31,2472,4.078968671944421
464,Holy Bible: King James Version,Anonymous,4.43,1668,4.06509752502988
465,In Her Shoes,Jennifer Weiner,3.78,1812,3.7601902484853147
466,The Hobbit: Graphic Novel,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",4.48,1782,4.244545549249774
467,The Brief Wondrous Life of Oscar Wao,Junot Díaz,3.89,2553,3.8158244128633134
468,Their Eyes Were Watching God,Zora Neale Hurston,3.87,2825,3.8198430281233886
469,Fantastic Beasts and Where to Find Them,"Newt Scamander, J.K. Rowling, Albus Dumbledore",3.95,1776,3.833378642405239
470,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,"Malala Yousafzai, Christina Lamb",4.06,1172,3.9576658081633322
471,Mansfield Park,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",3.84,2725,3.8067798326742137
472,Man's Search for Meaning,Viktor E. Frankl,4.33,1656,4.150342798907946
473,"In the Woods (Dublin Murder Squad, #1)",Tana French,3.74,2132,3.7631305378566577
474,The God Delusion,Richard Dawkins,3.89,1556,3.8477569274358103
475,"Where She Went (If I Stay, #2)",Gayle Forman,4.06,1885,3.9332585001607043
476,The World According to Garp,John Irving,4.07,3233,3.979248471788142
477,"Killing Floor (Jack Reacher, #1)",Lee Child,4.04,1767,3.91192524702019
478,Robinson Crusoe,"Daniel Defoe, Gerald McCann, Virginia Woolf",3.66,2653,3.690453990176247
479,The Prince,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",3.78,2189,3.7309284660144857
480,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.06,3075,3.9613228868805037
481,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.13,1975,3.9386483949363313
482,The Kitchen House,Kathleen Grissom,4.18,2131,4.011601872540274
483,Franny and Zooey,J.D. Salinger,3.98,2343,3.907023892527633
484,Choke,Chuck Palahniuk,3.69,1987,3.66104166973214
485,The Brothers Karamazov,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",4.3,2369,4.069990499687997
486,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,3.85,1991,3.821025220112448
487,The Andromeda Strain,Michael Crichton,3.87,3004,3.8299398419192237
488,The Green Mile,Stephen King,4.42,2744,4.200142007630051
489,The Prophet,Kahlil Gibran,4.22,2094,4.023338509160006
490,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,4.35,2027,4.203728145338012
491,"Untamed (House of Night, #4)","P.C. Cast, Kristin Cast",3.95,1545,3.801642857866146
492,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.04,2618,3.905593892147173
493,Mere Christianity,C.S. Lewis,4.31,1815,4.070916863266653
494,The Secret History,Donna Tartt,4.07,2522,3.959327250774548
495,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,2463,3.6830942498675943
496,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,4.02,2931,3.8675400191040805
497,Black Beauty,Anna Sewell,3.94,2638,3.8927316555908673
498,War and Peace,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",4.11,2398,3.9847461868883567
499,American Psycho,Bret Easton Ellis,3.81,2082,3.7156660272024666
500,"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot,3.76,1647,3.7164847312073737
501,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,3.75,2622,3.7326400548464367
502,"The Walking Dead, Vol. 01: Days Gone Bye","Robert Kirkman, Tony Moore",4.3,1070,4.056622352816339
503,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,4.12,2253,3.961965828952497
504,Redeeming Love,Francine Rivers,4.48,1003,4.098665909651722
505,"Left Behind (Left Behind, #1)","Tim LaHaye, Jerry B. Jenkins",3.81,1425,3.6520236750249904
506,"The One (The Selection, #3)",Kiera Cass,4.21,1980,3.9264048604697677
507,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,4.49,1144,4.142157759558838
508,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,3.6,1778,3.768927181334756
509,Remember Me?,Sophie Kinsella,3.76,1541,3.7267545954296133
510,"The Great Hunt (Wheel of Time, #2)",Robert Jordan,4.2,2217,4.0045380980609915
511,"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell,4.01,1704,3.8805315953758646
512,The Complete Stories and Poems,Edgar Allan Poe,4.37,2212,4.173456734528964
513,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",4.42,1718,4.212682358811237
514,The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.29,2203,4.103868199847074
515,The Prince of Tides,Pat Conroy,4.22,2643,4.098715057814612
516,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.17,2513,4.006611236710423
517,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,4.07,1202,3.897753129556566
518,Peter Pan,"J.M. Barrie, Michael Hague",4.1,2310,4.016450528763317
519,"Pretties (Uglies, #2)",Scott Westerfeld,3.85,2208,3.8006130745632345
520,The Wind-Up Bird Chronicle,"Haruki Murakami, Jay Rubin",4.17,1853,3.9938737614290067
521,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",Michael Connelly,4.14,1863,3.9800930833445953
522,Cloud Atlas,David Mitchell,4.01,2373,3.917096017938988
523,The Things They Carried,Tim O'Brien,4.12,2278,4.01544610951699
524,Wall and Piece,Banksy,3.83,386,3.927483419870144
525,"Pandemonium (Delirium, #2)",Lauren Oliver,4.07,1619,3.92834540082971
526,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,3.89,1382,3.8257102136918424
527,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,3.97,2485,3.860425416894281
528,"The Dragon Reborn (Wheel of Time, #3)",Robert Jordan,4.23,2096,4.036754045887925
529,Gulliver's Travels,"Jonathan Swift, Robert DeMaria Jr.",3.55,2848,3.6359301145750336
530,Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",4.06,2696,3.9877247066900408
531,Beowulf,"Unknown, Seamus Heaney",3.42,2643,3.533496529318287
532,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",4.23,1047,4.083247555579674
533,Go Set a Watchman,Harper Lee,3.31,2233,3.4546091115760724
534,When You Are Engulfed in Flames,David Sedaris,4.04,2172,3.965223064923368
535,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,4.04,1733,3.9211949612269965
536,"Red Queen (Red Queen, #1)",Victoria Aveyard,4.08,1785,3.9178556235600466
537,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.03,1019,3.9174361299243428
538,Midnight in the Garden of Good and Evil,John Berendt,3.9,3037,3.8488173192665
539,"Hopeless (Hopeless, #1)",Colleen Hoover,4.34,1699,4.123091473810511
540,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",4.2,2480,4.088084933077235
541,The Truth About Forever,Sarah Dessen,4.13,1391,3.971383067142149
542,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.9,2769,3.8375452056168458
543,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,4.42,1798,4.168692636921266
544,"Little House on the Prairie (Little House, #2)","Laura Ingalls Wilder, Garth Williams",4.18,2483,4.087193863604567
545,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson",4.29,2882,4.146817635463311
546,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.76,2258,3.744762609586891
